"route_boulder","name","location_name","sector_name","area_name","country_code","date","type","sub_type","rating","project","tries","repeats","difficulty","perceived_hardness","comment","height","recommended","sits"
"ROUTE","Minor Threat","Henastoa","Henastoa",,"DE","2018-06-04T12:00:00Z","tr",,"5","0","1","0","7-",,"","18","0","null"
"ROUTE","MaPaKaLi","Henastoa","Henastoa",,"DE","2018-07-30T12:00:00Z","os",,"5","0","1","0","5-",,"","18","0","null"
"ROUTE","ClaMaU.C","Henastoa","Henastoa",,"DE","2018-07-30T12:00:00Z","os",,"5","0","1","0","5-",,"","18","0","null"
"ROUTE","Kurzum","Henastoa","Henastoa",,"DE","2018-07-30T12:00:00Z","go",,"5","0","1","0","7",,"","18","0","null"
"ROUTE","Seifertriss","Zehnerstein","Zehnerstein",,"DE","2018-08-02T12:00:00Z","go",,"5","0","1","0","6+",,"","30","0","null"
"ROUTE","Zwei Jahre später","Zehnerstein","Zehnerstein",,"DE","2018-08-02T12:00:00Z","os",,"5","0","1","0","7-",,"","30","0","null"
"ROUTE","Nürnberger Weg","Bärnhofer Wand","Bärnhofer Wand",,"DE","2018-08-05T12:00:00Z","os",,"4","0","1","0","6+",,"","22","0","null"
"ROUTE","Waldrausch","Bärnhofer Wand","Bärnhofer Wand",,"DE","2018-08-05T12:00:00Z","rp",,"5","0","3","0","7",,"","22","0","null"
"ROUTE","Moralapostel","Bärnhofer Wand","Bärnhofer Wand",,"DE","2018-08-05T12:00:00Z","go",,"5","0","1","0","7-",,"","22","0","null"
"ROUTE","Waldrausch","Bärnhofer Wand","Bärnhofer Wand",,"DE","2018-08-05T12:00:00Z","go",,"5","0","1","0","7-",,"","22","0","null"
"ROUTE","Gummitwist mit dem Antichrist","Bärnhofer Wand","Bärnhofer Wand",,"DE","2018-08-05T12:00:00Z","f",,"5","0","1","0","7-",,"","22","0","null"
"ROUTE","Röthelfieber","Röthelfels","Sektor 6 - Depotweg & Zinnenwand",,"DE","2018-08-06T12:00:00Z","os",,"5","0","1","0","7-",,"","40","0","null"
"ROUTE","Kleiner Dicker","Röthelfels","Sektor 6 - Depotweg & Zinnenwand",,"DE","2018-08-06T12:00:00Z","os",,"5","0","1","0","7-",,"","40","0","null"
"ROUTE","Ratte","Röthelfels","Sektor 6 - Depotweg & Zinnenwand",,"DE","2018-08-06T12:00:00Z","os",,"5","0","1","0","6+",,"","40","0","null"
"ROUTE","Fight Club","Strahlenfels","Strahlenfels",,"DE","2018-09-09T12:00:00Z","go",,"5","0","1","0","8+/9-",,"","25","0","null"
"ROUTE","Symphonie","Strahlenfels","Strahlenfels",,"DE","2018-09-09T12:00:00Z","go",,"5","0","1","0","7+/8-",,"","25","0","null"
"ROUTE","Nightwish","Strahlenfels","Strahlenfels",,"DE","2018-09-09T12:00:00Z","rp",,"5","0","2","0","7+/8-",,"","25","0","null"
"ROUTE","Schmidtstadter Weg","Schmidtstadter Wand","Schmidtstadter Wand",,"DE","2018-09-16T12:00:00Z","rp",,"3","0","2","0","7-",,"","15","0","null"
"ROUTE","Weißglut","Schmidtstadter Wand","Schmidtstadter Wand",,"DE","2018-09-16T12:00:00Z","go",,"3","0","1","0","7+",,"","15","0","null"
"ROUTE","Red Sonja","Schmidtstadter Wand","Schmidtstadter Wand",,"DE","2018-09-16T12:00:00Z","go",,"3","0","1","0","7+/8-",,"","15","0","null"
"ROUTE","Kanaan","Schmidtstadter Wand","Schmidtstadter Wand",,"DE","2018-09-16T12:00:00Z","rp",,"3","0","2","0","6+",,"","15","0","null"
"ROUTE","Plastic Fantastic","Schmidtstadter Wand","Schmidtstadter Wand",,"DE","2018-09-16T12:00:00Z","go",,"5","0","1","0","7+/8-",,"","15","0","null"
"ROUTE","Franz Diewald Ged.-Weg","Kanzelfels (Förrenbach)","Kanzelfels",,"DE","2018-09-28T12:00:00Z","go",,"3","0","1","0","8+",,"","15","0","null"
"ROUTE","Herbstkind","Kanzelfels (Förrenbach)","Kanzelfels",,"DE","2018-09-28T12:00:00Z","os",,"1","0","1","0","6+",,"","15","0","null"
"ROUTE","Hannig Mayer Ged.-Weg","Roter Fels","Sektor 2",,"DE","2018-10-07T12:00:00Z","go",,"3","0","1","0","8-",,"","40","0","null"
"ROUTE","Dolomitweg","Roter Fels","Sektor 2",,"DE","2018-10-07T12:00:00Z","os",,"5","0","1","0","6",,"","40","0","null"
"ROUTE","Luftikus","Roter Fels","Sektor 2",,"DE","2018-10-08T12:00:00Z","go",,"3","0","1","0","8",,"","40","0","null"
"ROUTE","Zentrale Südwand","Kugelspielturm & Brüchige Wand","Brüchige Wand",,"DE","2020-04-11T12:00:00Z","rp","rp","0","0","3","0","6",,"","21","0","null"
"ROUTE","Kletterkursweg","Kugelspielturm & Brüchige Wand","Brüchige Wand",,"DE","2020-04-11T12:00:00Z","rp","rp","0","0","3","0","5",,"","21","0","null"
"ROUTE","Alte und Jungnasen","Graischenstein","Sektor 2",,"DE","2020-04-11T12:00:00Z","rp","rp","0","0","3","0","7+",,"","15","0","null"
"ROUTE","En Mobilette","Graischenstein","Sektor 2",,"DE","2020-04-11T12:00:00Z","go","rp","0","0","1","0","7",,"","15","0","null"
"ROUTE","Direkter Alter Weg","Kugelspielturm & Brüchige Wand","Brüchige Wand",,"DE","2020-04-11T12:00:00Z","rp","rp","0","0","3","0","6",,"","21","0","null"
"ROUTE","Sissi","Graischenstein","Sektor 2",,"DE","2020-04-11T12:00:00Z","rp","rp","0","0","3","0","7+",,"","15","0","null"
"ROUTE","B(l)aumann spezial","Treunitzer Klettergarten","Treunitzer Klettergarten",,"DE","2020-04-19T12:00:00Z","go","rp","0","0","1","0","8-",,"","22","0","null"
"ROUTE","Räuchermännchen (R 12c)","Treunitzer Klettergarten","Treunitzer Klettergarten",,"DE","2020-04-19T12:00:00Z","os","rp","0","0","1","0","5-",,"","22","0","null"
"ROUTE","Nimm‘s leicht","Treunitzer Klettergarten","Treunitzer Klettergarten",,"DE","2020-04-19T12:00:00Z","go","rp","0","0","1","0","8",,"","22","0","null"
"ROUTE","Schlappohralarm","Treunitzer Klettergarten","Treunitzer Klettergarten",,"DE","2020-04-19T12:00:00Z","os","rp","4","0","1","0","6+",,"","22","0","null"
"ROUTE","B(l)aumann spezial","Treunitzer Klettergarten","Treunitzer Klettergarten",,"DE","2020-04-23T12:00:00Z","go","rp","0","0","1","0","8-",,"","22","0","null"
"ROUTE","Rockys Kauknochen","Treunitzer Klettergarten","Treunitzer Klettergarten",,"DE","2020-04-23T12:00:00Z","rp","rp","0","0","1","0","7+",,"","22","0","null"
"ROUTE","Schlappohralarm","Treunitzer Klettergarten","Treunitzer Klettergarten",,"DE","2020-04-23T12:00:00Z","rp","rp","0","0","3","0","6+",,"","22","0","null"
"ROUTE","Rockys Kauknochen","Treunitzer Klettergarten","Treunitzer Klettergarten",,"DE","2020-04-23T12:00:00Z","rp","rp","0","0","3","0","7+",,"","22","0","null"
"ROUTE","Radanator","Radan Svec Ged.-Wand","Radan Svec Ged.-Wand",,"DE","2020-04-26T12:00:00Z","go","rp","4","0","1","0","8",,"Schöner Fels, schöne Tour. Weiter Haken von 4 auf 5 aber sehr sicher. Aufstieg lohnt  ","21","0","null"
"ROUTE","Czeská Láska","Radan Svec Ged.-Wand","Radan Svec Ged.-Wand",,"DE","2020-04-26T12:00:00Z","os","rp","4","0","1","0","5+",,"","21","0","null"
"ROUTE","Das Leichte und das Schwere","Radan Svec Ged.-Wand","Radan Svec Ged.-Wand",,"DE","2020-04-26T12:00:00Z","os","rp","4","0","1","0","5",,"","21","0","null"
"ROUTE","Das Leichte und das Schwere","Radan Svec Ged.-Wand","Radan Svec Ged.-Wand",,"DE","2020-04-26T12:00:00Z","rp","rp","0","0","3","0","5",,"","21","0","null"
"ROUTE","Czeská Láska","Radan Svec Ged.-Wand","Radan Svec Ged.-Wand",,"DE","2020-04-26T12:00:00Z","rp","rp","0","0","3","0","5+",,"","21","0","null"
"ROUTE","Bremse auch für Schwaben","Katzenlöcher","Katzenlöcher",,"DE","2020-05-12T12:00:00Z","os","rp","0","0","1","0","7-",,"","15","0","null"
"ROUTE","Fer-May-Weg","Katzenlöcher","Katzenlöcher",,"DE","2020-05-12T12:00:00Z","os","rp","4","0","1","0","5",,"","15","0","null"
"ROUTE","Pickel im Nacken","Katzenlöcher","Katzenlöcher",,"DE","2020-05-12T12:00:00Z","go","rp","0","0","1","0","8-",,"","15","0","null"
"ROUTE","Direkte Talseite","Katzenlöcher","Katzenlöcher",,"DE","2020-05-12T12:00:00Z","os","rp","4","0","1","0","6",,"","25","0","null"
"ROUTE","Tempo Kacker","Katzenlöcher","Katzenlöcher",,"DE","2020-05-12T12:00:00Z","os","rp","3","0","1","0","6+",,"","15","0","null"
"ROUTE","Sad Lisa","Katzenlöcher","Katzenlöcher",,"DE","2020-05-12T12:00:00Z","os","rp","0","0","1","0","6",,"","15","0","null"
"ROUTE","Rizzi bizzi","Ruine Riegelstein","Sektor 1",,"DE","2020-06-14T12:00:00Z","f","rp","0","0","1","0","6",,"","10","0","null"
"ROUTE","Nix auf der hohen Kante","Ruine Riegelstein","Sektor 1",,"DE","2020-06-14T12:00:00Z","os","rp","0","0","1","0","6+",,"","10","0","null"
"ROUTE","Luginsland","Ruine Riegelstein","Sektor 1",,"DE","2020-06-14T12:00:00Z","os","rp","0","0","1","0","5-",,"","10","0","null"
"ROUTE","Tempolimit","Ruine Riegelstein","Sektor 2",,"DE","2020-06-14T12:00:00Z","go","rp","0","0","1","0","8-",,"","15","0","null"
"ROUTE","A 7","Ruine Riegelstein","Sektor 2",,"DE","2020-06-14T12:00:00Z","rp","rp","0","0","2","0","8-",,"","15","0","null"
"ROUTE","Höllenfahrt","Ruine Riegelstein","Sektor 1",,"DE","2020-06-14T12:00:00Z","f","rp","0","0","1","0","7",,"","10","0","null"
"ROUTE","Fliegendes Frettchen","Großenoher Wand","Großenoher Wand",,"DE","2020-06-14T12:00:00Z","os","rp","5","0","1","0","6",,"hoher erster Hacken ","21","0","null"
"ROUTE","Verjüngende Kluft","Ruine Riegelstein","Sektor 1",,"DE","2020-06-14T12:00:00Z","os","rp","0","0","1","0","5",,"","10","0","null"
"ROUTE","Prost Paul","Großenoher Wand","Großenoher Wand",,"DE","2020-06-14T12:00:00Z","go","rp","5","0","1","0","8-",,"hart für den grad. Am Fels steht 8+","21","0","null"
"ROUTE","Range Rover","Grüne Hölle","Sektor 2 (UW, OT)",,"DE","2020-06-30T12:00:00Z","os","rp","5","0","1","0","7",,"","18","0","null"
"ROUTE","Pezi","Grüne Hölle","Sektor 1 (GW, Pezi, GT)",,"DE","2020-06-30T12:00:00Z","rp","rp","0","0","3","0","6",,"","8","0","null"
"ROUTE","Das Weiß der Geier","Grüne Hölle","Sektor 2 (UW, OT)",,"DE","2020-06-30T12:00:00Z","os","rp","2","0","1","0","5",,"","12","0","null"
"ROUTE","Pezi","Grüne Hölle","Sektor 1 (GW, Pezi, GT)",,"DE","2020-06-30T12:00:00Z","os","rp","0","0","1","0","6",,"","8","0","null"
"ROUTE","Ebbelwoi Express","Grüne Hölle","Sektor 2 (UW, OT)",,"DE","2020-06-30T12:00:00Z","os","rp","0","0","1","0","7",,"","12","0","null"
"ROUTE","Isolation","Grüne Hölle","Sektor 2 (UW, OT)",,"DE","2020-06-30T12:00:00Z","go","rp","0","0","1","0","8-",,"","18","0","null"
"ROUTE","Vom Feinsten","Schlaraffenland","Hirschbacher Wand",,"DE","2020-07-12T12:00:00Z","go","rp","0","0","1","0","8-",,"","21","0","null"
"ROUTE","Alter Weg","Schlaraffenland","Hirschbacher Wand",,"DE","2020-07-12T12:00:00Z","go","rp","0","0","1","0","6-",,"","21","0","null"
"ROUTE","Muckefuck","Schlaraffenland","Hirschbacher Wand",,"DE","2020-07-12T12:00:00Z","os","rp","3","0","1","0","6+",,"","21","0","null"
"ROUTE","Vom Feinsten","Schlaraffenland","Hirschbacher Wand",,"DE","2020-07-12T12:00:00Z","rp","rp","0","0","2","0","8-",,"","21","0","null"
"ROUTE","Der singende Draht","Lucky Luke","Lucky Luke",,"DE","2020-07-20T12:00:00Z","os","rp","0","0","1","0","5",,"","18","0","null"
"ROUTE","Direkteinstieg (Asterix)","Asterix und Obelix","Asterix und Obelix",,"DE","2020-07-20T12:00:00Z","os","rp","0","0","1","0","7-",,"","17","0","null"
"ROUTE","Rechter Weg","Felsengarten","Felsengarten",,"DE","2020-07-20T12:00:00Z","rp","rp","0","0","3","0","5+",,"","12","0","null"
"ROUTE","Wildwechsel *","Wildwechsel","Wildwechsel",,"DE","2020-07-20T12:00:00Z","rp","rp","0","0","2","0","7+",,"","17","0","null"
"ROUTE","Skorpion","Bergspinnenturm","Bergspinnenturm",,"DE","2020-07-20T12:00:00Z","os","rp","5","0","1","0","6",,"","23","0","null"
"ROUTE","Skorpion","Bergspinnenturm","Bergspinnenturm",,"DE","2020-07-20T12:00:00Z","rp","rp","0","0","1","0","6",,"","23","0","null"
"ROUTE","Der Pony-Express","Lucky Luke","Lucky Luke",,"DE","2020-07-20T12:00:00Z","os","rp","0","0","1","0","5+",,"","18","0","null"
"ROUTE","Wilde Wölfe *","Wildwechsel","Wildwechsel",,"DE","2020-07-20T12:00:00Z","os","rp","4","0","1","0","5+",,"","17","0","null"
"ROUTE","Frost-Fertinger-Weg","Bärnhofer Wand","Bärnhofer Wand",,"DE","2020-07-24T12:00:00Z","f","rp","0","0","1","0","6",,"","22","0","null"
"ROUTE","Waldrausch","Bärnhofer Wand","Bärnhofer Wand",,"DE","2020-07-24T12:00:00Z","rp","rp","0","0","3","0","7",,"","22","0","null"
"ROUTE","Gruppenzwang","Bärnhofer Wand","Bärnhofer Wand",,"DE","2020-07-24T12:00:00Z","go","rp","0","0","1","0","8+",,"","22","0","null"
"ROUTE","Nürnberger Weg","Haidhofer Schlossbergwand","Haidhofer Schlossbergwand",,"DE","2020-07-28T12:00:00Z","os","rp","3","0","1","0","6+",,"","12","0","null"
"ROUTE","Wepsenweg","Haidhofer Schlossbergwand","Haidhofer Schlossbergwand",,"DE","2020-07-28T12:00:00Z","os","rp","2","0","1","0","7-",,"","12","0","null"
"ROUTE","Direkter Haidhofer Weg","Haidhofer Schlossbergwand","Haidhofer Schlossbergwand",,"DE","2020-07-28T12:00:00Z","os","rp","3","0","1","0","5+",,"","12","0","null"
"ROUTE","Hummelsteiner Weg","Haidhofer Schlossbergwand","Haidhofer Schlossbergwand",,"DE","2020-07-28T12:00:00Z","os","rp","0","0","1","0","4+",,"","12","0","null"
"ROUTE","Goldköpfl","Ewige Jagdgründe","Wig Wam",,"AT","2020-09-16T12:00:00Z","os","rp","0","0","1","0","5b",,"","10","0","null"
"ROUTE","Fireline","Ewige Jagdgründe","Wig Wam",,"AT","2020-09-16T12:00:00Z","go","rp","0","0","1","0","6c+",,"","30","0","null"
"ROUTE","Via Lisa","Ewige Jagdgründe","Wig Wam",,"AT","2020-09-16T12:00:00Z","os","rp","0","0","1","0","5c",,"","30","0","null"
"ROUTE","El Schuppo","Ewige Jagdgründe","Wig Wam",,"AT","2020-09-16T12:00:00Z","rp","rp","0","0","2","0","6a+",,"","15","0","null"
"ROUTE","Jean Schampoo","Ewige Jagdgründe","Wig Wam",,"AT","2020-09-16T12:00:00Z","os","rp","0","0","1","0","5c",,"","30","0","null"
"BOULDER","N.N.","Zemmschlucht","Traumschiff",,"AT","2020-09-19T12:00:00Z","f","rp","0","0","1","0","5c",,"","4","0","null"
"ROUTE","Mein Gott Walter lang","Ewige Jagdgründe","Wig Wam",,"AT","2020-09-19T12:00:00Z","go","rp","4","0","1","0","7b+",,"As nice as the shorter version. For me it was very hard to clib the last anker last anker ","25","0","null"
"ROUTE","Mein Gott Walter kurz","Ewige Jagdgründe","Wig Wam",,"AT","2020-09-19T12:00:00Z","os","rp","0","0","1","0","6a",,"","15","0","null"
"BOULDER","Trumpf","Zemmschlucht","Almrausch",,"AT","2020-09-19T12:00:00Z","f","rp","0","0","1","0","5b",,"","4","0","null"
"BOULDER","N.N.","Zemmschlucht","Traumschiff",,"AT","2020-09-19T12:00:00Z","rp","rp","0","0","3","0","6c+",,"","4","0","null"
"ROUTE","Die Schönheitskönigin von Schneizlreuth","Rabensteinhorn","Westwand",,"DE","2021-07-10T12:00:00Z","os",,"0","0","1","null","6a",,"","null","0","null"
"ROUTE","Schoko intensiv","Thalhofergrat","Ostwand",,"AT","2024-05-19T12:00:00Z","rp",,"4","0","0","null","6a",,"","null","0","null"
"ROUTE","Schokoladenpudding","Thalhofergrat","Unknown Sector",,"AT","2024-05-19T12:00:00Z","f",,"5","0","1","null","5a",,"","null","0","null"
"ROUTE","Betthupferl","Thalhofergrat","Ostwand",,"AT","2024-05-19T12:00:00Z","rp",,"5","0","10","null","6c",,"In my opinion, the most tricky 6b I have tried so far. Still, a nearly perfect climb including a hard slap, an overhang and some massive whippers. ","null","0","null"
"ROUTE","Palmwedel","Thalhofergrat","Obere Ostwand",,"AT","2024-05-23T12:00:00Z","go",,"4","0","1","null","6c",,"Nice and occasionally harder than Staubwedel with a hard single crux. Too hard after Betthupferl. According to the local guidebook 6c, which, I think, is fair. ","null","0","null"
"ROUTE","Augenblick des Glücks","Thalhofergrat","Ostwand",,"AT","2024-05-31T12:00:00Z","rp",,"0","0","0","null","6c",,"","null","0","null"
"ROUTE","Royal Arches","Royal Arches","Unknown Sector",,"US","2024-06-05T12:00:00Z","os",,"5","0","1","null","5b+",,"Stunning and Beautiful Climb. Got for a long day and to practice for bigger projects.","null","0","null"
"GYM_ROUTE","Black","Kletteranlage Flakturm",,,,"2024-06-25T12:00:00Z","go","","5","0","1","null","7a",,,"16","0","null"
"GYM_ROUTE","White","Kletteranlage Flakturm",,,,"2024-06-25T12:00:00Z","f","","null","0","1","null","5b",,,"16","0","null"
"GYM_ROUTE","Green","Kletteranlage Flakturm",,,,"2024-06-25T12:00:00Z","go","","5","0","1","0","7b",,,"16","0","null"
"ROUTE","N.N.","Johannesbachklamm","Mitte",,"AT","2024-06-30T12:00:00Z","rp",,"4","0","2","null","6c+",,"","null","0","null"
"ROUTE","Klamauk","Johannesbachklamm","Mitte",,"AT","2024-06-30T12:00:00Z","f",,"0","0","1","null","5c+",,"","null","0","null"
"ROUTE","Klammprojekt","Johannesbachklamm","Links",,"AT","2024-06-30T12:00:00Z","rp",,"5","0","3","null","7a",,"","null","0","null"
"ROUTE","Na","Johannesbachklamm","Mitte",,"AT","2024-06-30T12:00:00Z","f",,"0","0","1","null","5c",,"","null","0","null"
"ROUTE","Mäusehochzeit","Thalhofergrat","Untere Thalhoferwand",,"AT","2024-10-13T12:00:00Z","os",,"0","0","1","null","5c",,"","null","0","null"
"ROUTE","Malaria","Thalhofergrat","Obere Westwand",,"AT","2024-10-13T12:00:00Z","go",,"0","0","1","null","7a",,"","null","0","null"
"ROUTE","Malaria","Thalhofergrat","Obere Westwand",,"AT","2024-10-13T12:00:00Z","go",,"5","0","1","null","7a",,"","null","0","null"
"ROUTE","Samba","Giggerl","Giggerl",,"GR","2024-12-29T12:00:00Z","os","","3","0","1","null","5a",,,"20","0","null"
"ROUTE","Giger","Giggerl","Giggerl",,"GR","2024-12-29T12:00:00Z","go","","3","0","1","null","6b+",,"Loose rock at the upper part and a bit exposed. ","35","0","null"
"ROUTE","Gecko Alive","Giggerl","Giggerl",,"GR","2024-12-29T12:00:00Z","os","","3","0","1","null","6a",,,"25","0","null"
"ROUTE","Metal","Hospital","Hospital",,"GR","2024-12-30T12:00:00Z","os","","4","0","1","null","6b+",,,"37","0","null"
"ROUTE","Mega Pipe","Hospital","Red Rock",,"GR","2024-12-30T12:00:00Z","rp",,"4","0","2","null","6a+",,,"40","0","null"
"ROUTE","Disco","Hospital","Hospital",,"GR","2024-12-30T12:00:00Z","os","","5","0","1","null","6a",,"Was ein Ausblick und was für eine Tour 😊","40","0","null"
"ROUTE","Giota","Hospital","Hospital",,"GR","2024-12-30T12:00:00Z","os","","4","0","1","null","6a",,,"28","0","null"
"ROUTE","Dr. Motte Extension","Theós","Pillar",,"GR","2024-12-31T12:00:00Z","go",,"5","0","2","null","7a",,"","null","0","null"
"ROUTE","Mr. Oizo ext.","Theós","Pillar",,"GR","2024-12-31T12:00:00Z","os",,"4","0","1","null","6b",,"","null","0","null"
"ROUTE","Dr. Motte","Theós","Pillar",,"GR","2025-01-01T12:00:00Z","go",,"0","0","0","null","4b",,"","null","0","null"
"ROUTE","Omihli","Sabaton","Sabaton lower",,"GR","2025-01-02T12:00:00Z","rp",,"4","0","3","null","7a",,,"20","0","null"
"ROUTE","Tokotoukan","Sabaton","Sabaton lower",,"GR","2025-01-02T12:00:00Z","os","","3","0","1","null","6a",,,"16","0","null"
"ROUTE","Best & Worst","Sabaton","Mini Canyon",,"GR","2025-01-02T12:00:00Z","os","","4","0","1","null","6b",,,"20","0","null"
"ROUTE","Manowar","Sabaton","Mini Canyon",,"GR","2025-01-02T12:00:00Z","os","","4","0","1","null","6a+",,,"15","0","null"
"ROUTE","God Save Leonidio","Sabaton","Mini Canyon",,"GR","2025-01-03T12:00:00Z","go","","4","0","1","null","6c",,,"15","0","null"
"ROUTE","And Cakes by Tonnes","Sabaton","Mini Canyon",,"GR","2025-01-03T12:00:00Z","rp",,"5","0","2","null","7a",,"Probably one of the best routes I climbed so far. Crimps, Jugs and Tufas … it has it all.","20","0","null"
"ROUTE","Ta Matia Sou","Sabaton","Mini Canyon",,"GR","2025-01-03T12:00:00Z","f","","4","0","1","null","6b+",,,"15","0","null"
"ROUTE","Mignonette","Kokkinovrachos","Multi-Pitches",,"GR","2025-01-04T12:00:00Z","os","","5","0","1","null","5c+",,,"185","0","null"
"ROUTE","Andate ad Arrampicare!","Cala Gonone -  Chorro","Sardi nel Cuore",,"IT","2025-04-24T12:00:00Z","os","","5","0","1","null","5b",,,"30","0","null"
