"route_boulder","name","location_name","sector_name","area_name","country_code","date","type","sub_type","rating","project","tries","repeats","difficulty","perceived_hardness","comment","height","recommended","sits"
"ROUTE","Aberrante","Cala Gonone - Biddiriscottai","Biddiriscottai",,"IT","2025-04-24T12:00:00Z","go","","3","0","1","null","6b+",,"Wie alle Touren hier super schmierig und 6b+ sehe ich nicht aber an sich coole Tour.","25","0","null"
"ROUTE","Ho Bisognio di Sole","Cala Gonone -  Chorro","Sardi nel Cuore",,"IT","2025-04-24T12:00:00Z","os","","null","0","1","null","6a",,,"25","0","null"
"ROUTE","N.N.","Cala Gonone -  Chorro","Sardi nel Cuore",,"IT","2025-04-24T12:00:00Z","os","","5","0","1","null","5c",,,"30","0","null"
"ROUTE","Piccante ma non troppo","Cala Gonone -  Chorro","Sardi nel Cuore",,"IT","2025-04-24T12:00:00Z","os","","null","0","1","null","6b+",,,"25","0","null"
"ROUTE","Piccantissima","Cala Gonone -  Chorro","Sardi nel Cuore",,"IT","2025-04-24T12:00:00Z","rp",,"null","0","2","null","6c",,,"20","0","null"
"ROUTE","Schiavi Bianchi","Cala Gonone - Biddiriscottai","Biddiriscottai",,"IT","2025-04-27T12:00:00Z","go","","null","0","1","null","6c+",,,"15","0","null"
"ROUTE","Automatix","Baunei","Villaggio Gallico",,"IT","2025-04-27T12:00:00Z","os",,"4","0","1","null","6c",,"","null","0","null"
"ROUTE","Beltorax","Baunei","Villaggio Gallico",,"IT","2025-04-27T12:00:00Z","os",,"5","0","1","null","6b",,"","null","0","null"
"ROUTE","Marinaio di Foresta","Pedra Longa","Unknown Sector",,"IT","2025-04-27T12:00:00Z","os",,"5","0","1","null","6a+",,"","null","0","null"
"ROUTE","Primafix","Baunei","Villaggio Gallico",,"IT","2025-04-27T12:00:00Z","go",,"0","0","1","null","6c+",,"","null","0","null"
"ROUTE","Primafix","Baunei","Villaggio Gallico",,"IT","2025-04-27T12:00:00Z","rp",,"0","0","2","null","6c+",,"","null","0","null"
"ROUTE","Jackpress","Baunei","Ichnusa",,"IT","2025-04-28T12:00:00Z","go",,"0","0","1","null","7a",,"","null","0","null"
"ROUTE","Twich","Baunei","Campo dei Miracoli",,"IT","2025-04-28T12:00:00Z","os",,"4","0","1","null","6a+",,"","null","0","null"
"ROUTE","Ogliastroman","Su Casteddu","Su Casteddu",,"IT","2025-04-30T12:00:00Z","os","","5","0","1","null","6c",,,"21","0","null"
"ROUTE","Papo papo","Baunei","Ichnusa",,"IT","2025-04-30T12:00:00Z","os",,"5","0","1","null","6a",,"","null","0","null"
"ROUTE","Henergy","Su Casteddu","Su Casteddu",,"IT","2025-04-30T12:00:00Z","os","","null","0","1","null","7a",,"First 7a onsight!
On the final moves, I couldn’t spot any footholds anymore—but I definitely preferred that over baking in the sun. A few jams here and there, plus a kneebar, were definitely helpful for shaking out the pump.

Big thanks to whoever placed the quickdraws—hope it was okay to use them! If not, please don’t leave them in next time.","21","0","null"
"ROUTE","Alma","Su Casteddu","Su Casteddu",,"IT","2025-04-30T12:00:00Z","go","","3","0","1","null","6c",,,"36","0","null"
"ROUTE","Baby","Baunei","Campo dei Miracoli",,"IT","2025-04-30T12:00:00Z","os",,"5","0","1","null","6a+",,"","null","0","null"
"ROUTE","Women rock","Su Casteddu","Su Casteddu",,"IT","2025-04-30T12:00:00Z","os","","5","0","1","null","6a+",,,"21","0","null"
"ROUTE","Jackpress","Baunei","Ichnusa",,"IT","2025-04-30T12:00:00Z","go",,"0","0","1","null","7a",,"","null","0","null"
"ROUTE","Palmwedel","Thalhofergrat","Obere Ostwand",,"AT","2025-05-11T12:00:00Z","rp",,"0","0","1","null","6b+",,"","null","0","null"
"ROUTE","Malaria","Thalhofergrat","Obere Westwand",,"AT","2025-05-11T12:00:00Z","go",,"0","0","1","null","7a",,"","null","0","null"
"ROUTE","Cholera","Thalhofergrat","Südwestwand",,"AT","2025-05-14T12:00:00Z","go",,"0","0","1","null","6c+",,"","null","0","null"
"ROUTE","Turbodiesel","Hohe Wand","Almfrieden",,"AT","2025-06-01T12:00:00Z","rp",,"4","0","3","null","6c+",,"","null","0","null"
"ROUTE","Zwerg Nase","Hohe Wand","Almfrieden",,"AT","2025-06-01T12:00:00Z","os",,"3","0","1","null","6a",,"","null","0","null"
"ROUTE","Widerspenstig","Schrattenbach","Hexenwand",,"AT","2025-07-06T12:00:00Z","go",,"0","0","1","null","7a",,"","null","0","null"
"GYM_ROUTE","Grüße aus dem Westen","Kletterhalle Wien",,,,"2025-07-09T12:00:00Z","os","","null","0","1","null","7a+",,,"18","0","null"
"ROUTE","Glasperlenspiel","Höllental","Niemandsland",,"AT","2025-07-20T12:00:00Z","go",,"5","0","1","null","7a",,"","null","0","null"
"ROUTE","Rosettenkavalier","Höllental","Niemandsland",,"AT","2025-07-20T12:00:00Z","go",,"3","0","1","null","7c+",,"Not my grade and was in the wrong route. Left a carabiner. :/","null","0","null"
"ROUTE","Hut ab Muttertag","Höllental","Niemandsland",,"AT","2025-07-20T12:00:00Z","rp",,"4","0","2","null","6b",,"A bit tricky to find the easy way up. ","null","0","null"
"GYM_ROUTE","Der Kanal des Beschätigtseins","Kletterhalle Wien",,,,"2025-07-25T12:00:00Z","os","","null","0","1","null","5a+",,,"18","0","null"
"GYM_ROUTE","Fidelio","Kletterhalle Wien",,,,"2025-07-25T12:00:00Z","os","","null","0","1","null","6b",,,"18","0","null"
"GYM_ROUTE","Der Kanal des Charismas","Kletterhalle Wien",,,,"2025-07-25T12:00:00Z","os","","null","0","1","null","6a",,,"18","0","null"
"GYM_ROUTE","Green","Kletterhalle Wien",,,,"2025-07-25T12:00:00Z","go","","null","0","1","null","7a+",,"Drop Knee","18","0","null"
"GYM_ROUTE","Die Neue halt","Edelweiss Südstadt",,,,"2025-07-27T12:00:00Z","os","","4","0","1","null","8",,,"16","0","null"
"GYM_ROUTE","der Schweiß ist heiß","Edelweiss Südstadt",,,,"2025-07-27T12:00:00Z","go","","4","0","1","null","8+/9-",,,"16","0","null"
"GYM_ROUTE","Plattenspieler","Edelweiss Südstadt",,,,"2025-07-27T12:00:00Z","os","","5","0","1","null","8-",,,"16","0","null"
"GYM_ROUTE","Die Länge macht´s","Edelweiss Südstadt",,,,"2025-07-27T12:00:00Z","os","","4","0","1","null","6+",,,"16","0","null"
"GYM_BOULDER","Blocksession 07","Blockfabrik",,,,"2025-07-30T12:00:00Z","go","","null","0","1","null","Grade me <3",,"7a","4","0","null"
"GYM_BOULDER","Blocksession 03","Blockfabrik",,,,"2025-07-30T12:00:00Z","f","","null","0","1","0","Grade me <3",,,"4","0","null"
"ROUTE","Malaria","Thalhofergrat","Obere Westwand",,"AT","2025-08-03T12:00:00Z","rp",,"5","0","2","null","7a",,"Endlich 🙌","null","0","null"
"GYM_ROUTE","Fidelio","Kletterhalle Wien",,,,"2025-08-05T12:00:00Z","f","","null","0","1","null","6b",,,"18","0","null"
"GYM_ROUTE","the prince is coming home","Kletterhalle Wien",,,,"2025-08-05T12:00:00Z","go","","3","0","1","null","7a+",,,"18","0","null"
"GYM_ROUTE","the prince is coming home","Kletterhalle Wien",,,,"2025-08-05T12:00:00Z","go","","null","0","1","null","7a+",,,"18","0","null"
"GYM_ROUTE","less friction, more fun","Kletterhalle Wien",,,,"2025-08-05T12:00:00Z","rp",,"null","0","2","null","7a+",,,"18","0","null"
"GYM_ROUTE","Green","Kletterhalle Wien",,,,"2025-08-05T12:00:00Z","rp",,"null","0","2","null","7a+",,,"18","0","null"
"GYM_ROUTE","Iris Pupille","Kletterhalle Wien",,,,"2025-08-05T12:00:00Z","os","","4","0","1","null","7a+",,"Funky","18","0","null"
"GYM_ROUTE","da seh ich rot","Kletterhalle Wien",,,,"2025-08-05T12:00:00Z","go","","null","0","1","null","7a+",,,"18","0","null"
"GYM_ROUTE","Wiki und die starken Mädchen","Kletterhalle Wien",,,,"2025-08-05T12:00:00Z","os","","null","0","1","null","5c",,,"18","0","null"
"GYM_ROUTE","Schismogenesis Solaris I","Kletterhalle Wien",,,,"2025-08-15T12:00:00Z","os","","null","0","1","null","6a+",,,"18","0","null"
"GYM_ROUTE","Triple Split Definition","Kletterhalle Wien",,,,"2025-08-16T12:00:00Z","go","","null","0","1","null","6c",,,"18","0","null"
"GYM_ROUTE","the prince is coming home","Kletterhalle Wien",,,,"2025-08-16T12:00:00Z","go","","null","0","1","null","7a+",,,"18","0","null"
"GYM_ROUTE","Hin und Wieder","Kletterhalle Wien",,,,"2025-08-16T12:00:00Z","os","","4","0","1","null","6c",,,"18","0","null"
"GYM_ROUTE","Manu Negra","Kletterhalle Wien",,,,"2025-08-17T12:00:00Z","os","","null","0","1","null","5c+",,,"18","0","null"
"GYM_ROUTE","Manu Negra Ext.","Kletterhalle Wien",,,,"2025-08-17T12:00:00Z","os","","null","0","1","null","6b+",,,"18","0","null"
"GYM_ROUTE","the prince is coming home","Kletterhalle Wien",,,,"2025-08-20T12:00:00Z","rp",,"3","0","4","null","7a+",,,"18","0","null"
"GYM_ROUTE","Juliapril","Kletterhalle Wien",,,,"2025-08-20T12:00:00Z","os","","3","0","1","null","6b",,,"18","0","null"
"GYM_ROUTE","psychoathletischer Bauchaufschwung","Kletterhalle Wien",,,,"2025-08-20T12:00:00Z","go","","null","0","1","null","7c",,,"18","0","null"
"GYM_ROUTE","viel gerade, viel Kante, viel Ines","Kletterhalle Wien",,,,"2025-08-20T12:00:00Z","go","","null","0","1","null","7c",,,"18","0","null"
"GYM_ROUTE","Urlaub is Coming","Kletterhalle Wien",,,,"2025-08-21T12:00:00Z","go","","null","0","1","null","7b+",,,"18","0","null"
"GYM_ROUTE","Rissquetschwunder","Kletterhalle Wien",,,,"2025-08-21T12:00:00Z","os","","5","0","1","null","7a",,,"18","0","null"
"GYM_ROUTE","as old as school can get","Kletterhalle Wien",,,,"2025-08-27T12:00:00Z","go","","null","0","1","null","7c",,,"18","0","null"
"GYM_ROUTE","search for the good","Kletterhalle Wien",,,,"2025-08-27T12:00:00Z","os","","null","0","1","null","5c",,,"18","0","null"
"GYM_ROUTE","Antiflow","Kletterhalle Wien",,,,"2025-08-27T12:00:00Z","rp",,"4","0","0","null","6b",,,"18","0","null"
"GYM_ROUTE","Black Sabbath","Kletterhalle Wien",,,,"2025-08-27T12:00:00Z","os","","null","0","1","null","6c+",,,"18","0","null"
"GYM_ROUTE","Urlaub is Coming","Kletterhalle Wien",,,,"2025-08-28T12:00:00Z","go","","null","0","1","null","7b+",,,"18","0","null"
"GYM_ROUTE","as old as school can get","Kletterhalle Wien",,,,"2025-09-20T12:00:00Z","go","","null","0","1","null","7c",,,"18","0","null"
"GYM_ROUTE","Minimal Techno","Kletterhalle Wien",,,,"2025-09-20T12:00:00Z","go","","null","0","1","null","7b+",,,"18","0","null"
"GYM_ROUTE","Big Thing Corner","Kletterhalle Wien",,,,"2025-09-20T12:00:00Z","os","","null","0","1","null","6a",,,"18","0","null"
"GYM_ROUTE","Doch z'dick da Nick?","Kletterhalle Wien",,,,"2025-09-23T12:00:00Z","go","","null","0","1","null","6c+",,,"18","0","null"
"GYM_ROUTE","Z´leicht fürs Projekt","Kletterhalle Wien",,,,"2025-09-23T12:00:00Z","os","","4","0","1","null","5c+",,,"18","0","null"
"GYM_ROUTE","Cruella de stil","Kletterhalle Wien",,,,"2025-09-23T12:00:00Z","f","","null","0","1","0","6a+",,,"18","0","null"
"GYM_ROUTE","as old as school can get","Kletterhalle Wien",,,,"2025-09-23T12:00:00Z","go","","null","0","1","null","7c",,,"18","0","null"
"GYM_ROUTE","für Jonathan","Kletterhalle Wien",,,,"2025-09-23T12:00:00Z","go","","null","0","1","null","6c+",,,"18","0","null"
"ROUTE","Ostwandschocker","Thalhofergrat","Ost",,"AT","2025-09-28T12:00:00Z","go",,"0","0","1","null","7a",,"","null","0","null"
"ROUTE","Gruselkabinett","Thalhofergrat","Obere Ostwand",,"AT","2025-09-28T12:00:00Z","os",,"5","0","1","null","6a+",,"","null","0","null"
"ROUTE","Staubwedel","Thalhofergrat","Obere Ostwand",,"AT","2025-10-04T12:00:00Z","rp",,"0","0","0","null","6b+",,"","null","0","null"
"ROUTE","Thaliffizil","Thalhofergrat","Unknown Sector",,"AT","2025-10-04T12:00:00Z","go",,"0","0","1","null","7b",,"","null","0","null"
"ROUTE","Ostwandschocker","Thalhofergrat","Ost",,"AT","2025-10-04T12:00:00Z","go",,"0","0","1","null","7a",,"","null","0","null"
"GYM_ROUTE","good looking from far away....","Kletterhalle Wien",,,,"2025-10-15T12:00:00Z","os","","null","0","1","null","6a",,,"16","0","null"
"GYM_ROUTE","Intervall Hangeln","Kletterhalle Wien",,,,"2025-10-15T12:00:00Z","go","","null","0","1","null","7a+",,,"16","0","null"
"GYM_ROUTE","Stelle dich dem blauen Monster.","Kletterhalle Wien",,,,"2025-10-15T12:00:00Z","os","","null","0","1","null","6c",,,"16","0","null"
"GYM_ROUTE","Die Vergessene","Kletterhalle Wien",,,,"2025-10-15T12:00:00Z","go","","null","0","1","null","7b",,,"16","0","null"
"GYM_ROUTE","Eignungsprüfung Instruktor #2","Kletterhalle Wien",,,,"2025-10-15T12:00:00Z","os","","null","0","1","null","6c+",,,"16","0","null"
"GYM_ROUTE","Eignungsprüfung Instruktor #1","Kletterhalle Wien",,,,"2025-10-15T12:00:00Z","go","","null","0","1","null","6c+",,,"16","0","null"
"GYM_ROUTE","not my strong suit","Kletterhalle Wien",,,,"2025-10-15T12:00:00Z","os","","null","0","1","null","6c",,,"16","0","null"
"ROUTE","On the road again","Čiritež","SUNSET",,"HR","2025-10-24T12:00:00Z","go","","null","0","1","null","6b+",,"Almost unfair for 6b","12","0","null"
"ROUTE","Digging for gold","Kamena vrata","DJEČJE RADOSTI & BOTANICUS & SNJEKULJČICA",,"HR","2025-10-24T12:00:00Z","os","","null","0","1","null","5c",,,"22","0","null"
"ROUTE","Cirkus","Kamena vrata","DJEČJE RADOSTI & BOTANICUS & SNJEKULJČICA",,"HR","2025-10-24T12:00:00Z","rp",,"4","0","2","null","6b",,"Ist der Onsight erst ruiniert, klettert es sich unscheniert. Nice, Route a little bit of everything.","30","0","null"
"ROUTE","Looser","Kompanj","KRANK",,"HR","2025-10-24T12:00:00Z","os","","4","0","1","0","6a",,,"20","0","null"
"ROUTE","Šparoga blues","Kamena vrata","DJEČJE RADOSTI & BOTANICUS & SNJEKULJČICA",,"HR","2025-10-24T12:00:00Z","rp","","null","0","2","null","7a+",,,"15","0","null"
"ROUTE","Šparoga blues","Kamena vrata","DJEČJE RADOSTI & BOTANICUS & SNJEKULJČICA",,"HR","2025-10-24T12:00:00Z","go","","4","0","1","null","7a+",,,"15","0","null"
"ROUTE","Avanti popolo","Buzetski kanjon","PENGARI",,"HR","2025-10-25T12:00:00Z","os","","null","0","1","null","6a+",,,"35","0","null"
"ROUTE","Elio Pisak, ruke stisak","Buzetski kanjon","PENGARI",,"HR","2025-10-25T12:00:00Z","go","","3","0","1","null","6b+",,"Could get the ready move or just didn’t find the beta and did quite a wipper. Hard for the grade.","20","0","null"
"ROUTE","Silence is golden","Buzetski kanjon","PENGARI",,"HR","2025-10-25T12:00:00Z","f","","null","0","1","null","6a",,,"32","0","null"
"ROUTE","Tricky fingers","Kompanj","KATZ",,"HR","2025-10-28T12:00:00Z","go","","null","0","1","null","6b+",,,"15","0","null"
"ROUTE","Krankenhaus","Kompanj","KRANK",,"HR","2025-10-28T12:00:00Z","rp","","null","0","2","0","6c+",,,"27","0","null"
"ROUTE","Therapie","Kompanj","KRANK",,"HR","2025-10-28T12:00:00Z","os","","0","0","1","null","5c",,,"20","0","null"
"ROUTE","Mon Cheri","Kompanj","KATZ",,"HR","2025-10-28T12:00:00Z","os","","3","0","1","null","5c",,,"25","0","null"
"ROUTE","Tohuwabohu","Adlitzgräben","Lari Fari",,"AT","2025-10-31T12:00:00Z","go",,"4","0","1","null","7a",,"","null","0","null"
"GYM_ROUTE","Olivers Alptraum","Kletterhalle Wien",,,,"2025-11-04T12:00:00Z","go","","null","0","1","null","7c",,,"16","0","null"
"ROUTE","Schwesterlein Mein","Höllental","Vordere Stadelwand",,"AT","2025-11-08T12:00:00Z","os",,"3","0","1","null","5c",,"The crux feels closer to 6a. It is reachy and consists of a single but demanding move that feels noticeably harder than other 5c multi-pitch routes in the area. Protection is generally solid, though some sections contain loose rock, so care is advised.

The highlight is definitely the final pitch, featuring a few delicate moves on small crimps, precise footwork, and a short micro layback. very enjoyable climbing.

If you have double ropes and no parties below, abseiling is recommended. The descent via the Gasserl is feasible but somewhat tedious and time-consuming.","null","0","null"
"GYM_ROUTE","Queer und um die Ecke","Kletterhalle Wien",,,,"2025-11-13T12:00:00Z","os","","null","0","1","null","6a+",,,"16","0","null"
"GYM_ROUTE","Peter Jackson","Kletterhalle Wien",,,,"2025-11-13T12:00:00Z","os","","3","0","1","null","6a",,,"16","0","null"
"GYM_ROUTE","Tanz am See mit Martin VT","Kletterhalle Wien",,,,"2025-11-13T12:00:00Z","os","","null","0","1","null","6c",,,"16","0","null"
"GYM_ROUTE","name it yourself","Kletterhalle Wien",,,,"2025-11-13T12:00:00Z","os","","null","0","1","null","6b+",,,"16","0","null"
"GYM_ROUTE","des Teufels Küchenchef","Kletterhalle Wien",,,,"2025-11-14T12:00:00Z","go","","0","0","1","null","7b",,"","16","0","null"
"GYM_ROUTE","des Teufels Küchenchef","Kletterhalle Wien",,,,"2025-11-14T12:00:00Z","go","","4","0","1","null","7b",,,"16","0","null"
"GYM_ROUTE","ein Mädchen Namens Leila","Edelweiss Südstadt",,,,"2025-11-16T12:00:00Z","os","","null","0","1","null","7-",,,"16","0","null"
"GYM_ROUTE","der Schweiß ist heiß","Edelweiss Südstadt",,,,"2025-11-16T12:00:00Z","go","","3","0","1","null","8+/9-",,,"16","0","null"
"GYM_ROUTE","Kids Kletterkombi 1","Edelweiss Südstadt",,,,"2025-11-16T12:00:00Z","os","","null","0","1","null","7-",,,"16","0","null"
"GYM_ROUTE","Die weise Pia","Kletterhalle Wien",,,,"2025-11-18T12:00:00Z","os","","null","0","1","null","6a",,,"16","0","null"
"GYM_ROUTE","Olivers Alptraum","Kletterhalle Wien",,,,"2025-11-18T12:00:00Z","go","","null","0","1","null","7c",,,"16","0","null"
"GYM_ROUTE","all them witches","Kletterhalle Wien",,,,"2025-11-18T12:00:00Z","os","","null","0","1","null","6a+",,,"16","0","null"
"GYM_ROUTE","des Teufels Küchenchef","Kletterhalle Wien",,,,"2025-11-18T12:00:00Z","rp",,"4","0","0","null","7b",,,"16","0","null"
"GYM_ROUTE","La noche pura","Kletterhalle Wien",,,,"2025-11-19T12:00:00Z","os","","null","0","1","null","6c+",,,"16","0","null"
"GYM_ROUTE","Für Georg","Kletterhalle Wien",,,,"2025-11-19T12:00:00Z","os","","null","0","1","null","6b+",,,"16","0","null"
"GYM_ROUTE","name it yourself","Kletterhalle Wien",,,,"2025-11-19T12:00:00Z","rp",,"null","0","0","null","6b+",,,"16","0","null"
"GYM_ROUTE","Spekulatiusverschwörung","Kletterhalle Wien",,,,"2025-11-19T12:00:00Z","os","","null","0","1","null","7a",,,"16","0","null"
"GYM_ROUTE","Emerald City","Kletterhalle Wien",,,,"2025-12-05T12:00:00Z","os","","5","0","1","null","6a",,,"16","0","null"
"GYM_ROUTE","Prima Ballerina","Kletterhalle Wien",,,,"2025-12-05T12:00:00Z","os","","null","0","1","null","6a+",,,"16","0","null"
"GYM_ROUTE","Beli","Kletterhalle Wien",,,,"2025-12-05T12:00:00Z","go","","4","0","1","0","7a",,,"16","0","null"
"GYM_ROUTE","Hans-Stadt Stadlau","Kletterhalle Wien",,,,"2025-12-05T12:00:00Z","go","","null","0","1","null","7b+",,,"16","0","null"
"GYM_ROUTE","Hans-Stadt Stadlau","Kletterhalle Wien",,,,"2025-12-05T12:00:00Z","go","","null","0","1","0","7b+",,,"16","0","null"
"GYM_ROUTE","Der Kanal der Hingabe","Kletterhalle Wien",,,,"2026-01-03T12:00:00Z","os","","null","0","1","null","6a+",,,"16","0","null"
"GYM_ROUTE","पावित्र means holy!","Kletterhalle Wien",,,,"2026-01-03T12:00:00Z","go","","3","0","1","null","7a+",,,"16","0","null"
"GYM_ROUTE","पावित्र means holy!","Kletterhalle Wien",,,,"2026-01-03T12:00:00Z","go","","null","0","1","null","7a+",,,"16","0","null"
"GYM_ROUTE","Purer Elch grüßt Planke Jasmin!","Kletterhalle Wien",,,,"2026-01-03T12:00:00Z","go","","null","0","1","null","6b",,"Food slipped at the top 😬🙉","16","0","null"
"GYM_ROUTE","subkutane Keksiverbrennungsanlage","Kletterhalle Wien",,,,"2026-01-03T12:00:00Z","go","","null","0","1","null","7b",,,"16","0","null"
"GYM_ROUTE","16.2","Kletterhalle Wien",,,,"2026-01-03T12:00:00Z","os","","null","0","1","null","6a",,,"16","0","null"
"GYM_ROUTE","underpromising and overdelivering","Kletterhalle Wien",,,,"2026-01-03T12:00:00Z","go","","4","0","1","null","7b",,,"16","0","null"
"ROUTE","Obere Naglkante","Hohe Wand","Naglplatten",,"AT","2026-02-28T12:00:00Z","os",,"4","0","1","null","6a",,"","null","0","null"
"ROUTE","Anwandler","Hohe Wand","Naglplatten",,"AT","2026-02-28T12:00:00Z","os",,"0","0","1","null","6a",,"","null","0","null"
