source,date,route_name,location,sector,area,country,6a,grade_french,grade_uiaa,grade_original,style,route_type,height,comment,tries,url,stars,latitude,longitude
vertical_life,2025-08-27T12:00:00Z,Black Sabbath,Kletterhalle Wien,,,,7a+,7a+,VII+,6c+,os,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-08-28T12:00:00Z,Urlaub is Coming,Kletterhalle Wien,,,,7c+,7c+,IX-,7b+,go,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-09-20T12:00:00Z,as old as school can get,Kletterhalle Wien,,,,7c,7c,IX,7c,go,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-09-20T12:00:00Z,Minimal Techno,Kletterhalle Wien,,,,7c+,7c+,IX-,7b+,go,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-09-20T12:00:00Z,Big Thing Corner,Kletterhalle Wien,,,,6b,6b,VI-,6a,os,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-09-23T12:00:00Z,Doch z'dick da Nick?,Kletterhalle Wien,,,,7a+,7a+,VII+,6c+,go,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-09-23T12:00:00Z,Z´leicht fürs Projekt,Kletterhalle Wien,,,,5c+,5c+,5c+,5c+,os,GYM_ROUTE,18,,1,,4,48.2082,16.3738
vertical_life,2025-09-23T12:00:00Z,Cruella de stil,Kletterhalle Wien,,,,6b+,6b+,VI,6a+,f,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-09-23T12:00:00Z,as old as school can get,Kletterhalle Wien,,,,7c,7c,IX,7c,go,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-09-23T12:00:00Z,für Jonathan,Kletterhalle Wien,,,,7a+,7a+,VII+,6c+,go,GYM_ROUTE,18,,1,,null,48.2082,16.3738
vertical_life,2025-09-28T12:00:00Z,Ostwandschocker,Thalhofergrat,Ost,,AT,7b,7b,VIII-,7a,go,ROUTE,null,,1,,0,48.0067581,16.0361074
vertical_life,2025-09-28T12:00:00Z,Gruselkabinett,Thalhofergrat,Obere Ostwand,,AT,6b+,6b+,VI,6a+,os,ROUTE,null,,1,,5,48.0067581,16.0361074
vertical_life,2025-10-04T12:00:00Z,Staubwedel,Thalhofergrat,Obere Ostwand,,AT,6c+,6c+,VII-,6b+,rp,ROUTE,null,,0,,0,48.0067581,16.0361074
vertical_life,2025-10-04T12:00:00Z,Thaliffizil,Thalhofergrat,Unknown Sector,,AT,7c,7c,VIII+,7b,go,ROUTE,null,,1,,0,48.0067581,16.0361074
vertical_life,2025-10-04T12:00:00Z,Ostwandschocker,Thalhofergrat,Ost,,AT,7b,7b,VIII-,7a,go,ROUTE,null,,1,,0,48.0067581,16.0361074
vertical_life,2025-10-15T12:00:00Z,good looking from far away....,Kletterhalle Wien,,,,6b,6b,VI-,6a,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-10-15T12:00:00Z,Intervall Hangeln,Kletterhalle Wien,,,,7b+,7b+,VIII,7a+,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-10-15T12:00:00Z,Stelle dich dem blauen Monster.,Kletterhalle Wien,,,,7a,7a,VII,6c,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-10-15T12:00:00Z,Die Vergessene,Kletterhalle Wien,,,,7c,7c,VIII+,7b,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-10-15T12:00:00Z,Eignungsprüfung Instruktor #2,Kletterhalle Wien,,,,7a+,7a+,VII+,6c+,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-10-15T12:00:00Z,Eignungsprüfung Instruktor #1,Kletterhalle Wien,,,,7a+,7a+,VII+,6c+,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-10-15T12:00:00Z,not my strong suit,Kletterhalle Wien,,,,7a,7a,VII,6c,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-10-24T12:00:00Z,On the road again,Čiritež,SUNSET,,HR,6c+,6c+,VII-,6b+,go,ROUTE,12,Almost unfair for 6b,1,,null,45.3998908,14.022539
vertical_life,2025-10-24T12:00:00Z,Digging for gold,Kamena vrata,DJEČJE RADOSTI & BOTANICUS & SNJEKULJČICA,,HR,6a+,6a+,V+,5c,os,ROUTE,22,,1,,null,45.3997819,13.9386831
vertical_life,2025-10-24T12:00:00Z,Cirkus,Kamena vrata,DJEČJE RADOSTI & BOTANICUS & SNJEKULJČICA,,HR,6c,6c,VI+,6b,rp,ROUTE,30,"Ist der Onsight erst ruiniert, klettert es sich unscheniert. Nice, Route a little bit of everything.",2,,4,45.3997819,13.9386831
vertical_life,2025-10-24T12:00:00Z,Looser,Kompanj,KRANK,,HR,6b,6b,VI-,6a,os,ROUTE,20,,1,,4,45.3927013,14.0717128
vertical_life,2025-10-24T12:00:00Z,Šparoga blues,Kamena vrata,DJEČJE RADOSTI & BOTANICUS & SNJEKULJČICA,,HR,7b+,7b+,VIII,7a+,rp,ROUTE,15,,2,,null,45.3997819,13.9386831
vertical_life,2025-10-24T12:00:00Z,Šparoga blues,Kamena vrata,DJEČJE RADOSTI & BOTANICUS & SNJEKULJČICA,,HR,7b+,7b+,VIII,7a+,go,ROUTE,15,,1,,4,45.3997819,13.9386831
vertical_life,2025-10-25T12:00:00Z,Avanti popolo,Buzetski kanjon,PENGARI,,HR,6b+,6b+,VI,6a+,os,ROUTE,35,,1,,null,45.4167,13.9667
vertical_life,2025-10-25T12:00:00Z,"Elio Pisak, ruke stisak",Buzetski kanjon,PENGARI,,6a,6a,6c+,VII-,6b+,go,ROUTE,20,Could get the ready move or just didn’t find the beta and did quite a wipper. Hard for the grade.,1,,3,45.4167,13.9667
vertical_life,2025-10-25T12:00:00Z,Silence is golden,Buzetski kanjon,PENGARI,,HR,6b,6b,VI-,6a,f,ROUTE,32,,1,,null,45.4167,13.9667
vertical_life,2025-10-28T12:00:00Z,Tricky fingers,Kompanj,KATZ,,HR,6c+,6c+,VII-,6b+,go,ROUTE,15,,1,,null,45.3927013,14.0717128
vertical_life,2025-10-28T12:00:00Z,Krankenhaus,Kompanj,KRANK,,HR,7a+,7a+,VII+,6c+,rp,ROUTE,27,,2,,null,45.3927013,14.0717128
vertical_life,2025-10-28T12:00:00Z,Therapie,Kompanj,KRANK,,HR,6a+,6a+,V+,5c,os,ROUTE,20,,1,,0,45.3927013,14.0717128
vertical_life,2025-10-28T12:00:00Z,Mon Cheri,Kompanj,KATZ,,HR,6a+,6a+,V+,5c,os,ROUTE,25,,1,,3,45.3927013,14.0717128
vertical_life,2025-10-31T12:00:00Z,Tohuwabohu,Adlitzgräben,Lari Fari,,AT,7b,7b,VIII-,7a,go,ROUTE,null,,1,,4,49.4821,11.1367
vertical_life,2025-11-04T12:00:00Z,Olivers Alptraum,Kletterhalle Wien,,,,7c,7c,IX,7c,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-08T12:00:00Z,Schwesterlein Mein,Höllental,Vordere Stadelwand,,AT,6a+,6a+,V+,5c,os,ROUTE,null,"The crux feels closer to 6a. It is reachy and consists of a single but demanding move that feels noticeably harder than other 5c multi-pitch routes in the area. Protection is generally solid, though some sections contain loose rock, so care is advised.
The highlight is definitely the final pitch, featuring a few delicate moves on small crimps, precise footwork, and a short micro layback. very enjoyable climbing.
If you have double ropes and no parties below, abseiling is recommended. The descent via the Gasserl is feasible but somewhat tedious and time-consuming.",1,,3,47.7472092,15.7687616
vertical_life,2025-11-13T12:00:00Z,Queer und um die Ecke,Kletterhalle Wien,,,,6b+,6b+,VI,6a+,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-13T12:00:00Z,Peter Jackson,Kletterhalle Wien,,,,6b,6b,VI-,6a,os,GYM_ROUTE,16,,1,,3,48.2082,16.3738
vertical_life,2025-11-13T12:00:00Z,Tanz am See mit Martin VT,Kletterhalle Wien,,,,7a,7a,VII,6c,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-13T12:00:00Z,name it yourself,Kletterhalle Wien,,,,6c+,6c+,VII-,6b+,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-14T12:00:00Z,des Teufels Küchenchef,Kletterhalle Wien,,,,7c,7c,VIII+,7b,go,GYM_ROUTE,16,,1,,0,48.2082,16.3738
vertical_life,2025-11-14T12:00:00Z,des Teufels Küchenchef,Kletterhalle Wien,,,,7c,7c,VIII+,7b,go,GYM_ROUTE,16,,1,,4,48.2082,16.3738
vertical_life,2025-11-16T12:00:00Z,ein Mädchen Namens Leila,Edelweiss Südstadt,,,,6c,6c,VI+,7-,os,GYM_ROUTE,16,,1,,null,49.4521,11.0767
vertical_life,2025-11-16T12:00:00Z,der Schweiß ist heiß,Edelweiss Südstadt,,,,7b+,7b+,VIII/VIII+,8+/9-,go,GYM_ROUTE,16,,1,,3,49.4521,11.0767
vertical_life,2025-11-16T12:00:00Z,Kids Kletterkombi 1,Edelweiss Südstadt,,,,6c,6c,VI+,7-,os,GYM_ROUTE,16,,1,,null,49.4521,11.0767
vertical_life,2025-11-18T12:00:00Z,Die weise Pia,Kletterhalle Wien,,,,6b,6b,VI-,6a,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-18T12:00:00Z,Olivers Alptraum,Kletterhalle Wien,,,,7c,7c,IX,7c,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-18T12:00:00Z,all them witches,Kletterhalle Wien,,,,6b+,6b+,VI,6a+,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-18T12:00:00Z,des Teufels Küchenchef,Kletterhalle Wien,,,,7c,7c,VIII+,7b,rp,GYM_ROUTE,16,,0,,4,48.2082,16.3738
vertical_life,2025-11-19T12:00:00Z,La noche pura,Kletterhalle Wien,,,,7a+,7a+,VII+,6c+,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-19T12:00:00Z,Für Georg,Kletterhalle Wien,,,,6c+,6c+,VII-,6b+,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-11-19T12:00:00Z,name it yourself,Kletterhalle Wien,,,,6c+,6c+,VII-,6b+,rp,GYM_ROUTE,16,,0,,null,48.2082,16.3738
vertical_life,2025-11-19T12:00:00Z,Spekulatiusverschwörung,Kletterhalle Wien,,,,7b,7b,VIII-,7a,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-12-05T12:00:00Z,Emerald City,Kletterhalle Wien,,,,6b,6b,VI-,6a,os,GYM_ROUTE,16,,1,,5,48.2082,16.3738
vertical_life,2025-12-05T12:00:00Z,Prima Ballerina,Kletterhalle Wien,,,,6b+,6b+,VI,6a+,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-12-05T12:00:00Z,Beli,Kletterhalle Wien,,,,7b,7b,VIII-,7a,go,GYM_ROUTE,16,,1,,4,48.2082,16.3738
vertical_life,2025-12-05T12:00:00Z,Hans-Stadt Stadlau,Kletterhalle Wien,,,,7c+,7c+,IX-,7b+,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2025-12-05T12:00:00Z,Hans-Stadt Stadlau,Kletterhalle Wien,,,,7c+,7c+,IX-,7b+,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2026-01-03T12:00:00Z,Der Kanal der Hingabe,Kletterhalle Wien,,,,6b+,6b+,VI,6a+,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2026-01-03T12:00:00Z,पावित्र means holy!,Kletterhalle Wien,,,,7b+,7b+,VIII,7a+,go,GYM_ROUTE,16,,1,,3,48.2082,16.3738
vertical_life,2026-01-03T12:00:00Z,पावित्र means holy!,Kletterhalle Wien,,,,7b+,7b+,VIII,7a+,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2026-01-03T12:00:00Z,Purer Elch grüßt Planke Jasmin!,Kletterhalle Wien,,,,6c,6c,VI+,6b,go,GYM_ROUTE,16,Food slipped at the top 😬🙉,1,,null,48.2082,16.3738
vertical_life,2026-01-03T12:00:00Z,subkutane Keksiverbrennungsanlage,Kletterhalle Wien,,,,7c,7c,VIII+,7b,go,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2026-01-03T12:00:00Z,16.2,Kletterhalle Wien,,,,6b,6b,VI-,6a,os,GYM_ROUTE,16,,1,,null,48.2082,16.3738
vertical_life,2026-01-03T12:00:00Z,underpromising and overdelivering,Kletterhalle Wien,,,,7c,7c,VIII+,7b,go,GYM_ROUTE,16,,1,,4,48.2082,16.3738
vertical_life,2026-02-28T12:00:00Z,Obere Naglkante,Hohe Wand,Naglplatten,,AT,6b,6b,VI-,6a,os,ROUTE,null,,1,,4,47.8257794,16.0514855
vertical_life,2026-02-28T12:00:00Z,Anwandler,Hohe Wand,Naglplatten,,AT,6b,6b,VI-,6a,os,ROUTE,null,,1,,0,47.8257794,16.0514855
mountain_project,2025-06-23,The Great Game,Squamish,,International > North America > Canada > British Columbia > Squamish > Mamquam FSR > Slhanay,CA,6c,6c,VI+,7-,Redpoint,Trad,400,Second try and pumped as hell after pitch 1. Amazing line and one of the best I did so far in Squamish!,,https://www.mountainproject.com/route/106228408/the-great-game,3.8,49.7016,-123.1558
mountain_project,2025-06-22,Skyline Arête,Squamish,,International > North America > Canada > British Columbia > Squamish > Mamquam FSR > Slhanay,CA,6a,6a,7/A,7/A,Fell/Hung,"Sport, Aid",130,,,https://www.mountainproject.com/route/117256380/skyline-arete,3.0,49.7016,-123.1558
mountain_project,2025-06-20,The Great Game,Squamish,,International > North America > Canada > British Columbia > Squamish > Mamquam FSR > Slhanay,CA,6c,6c,VI+,7-,Fell/Hung,Trad,400,,,https://www.mountainproject.com/route/106228408/the-great-game,3.8,49.7016,-123.1558
mountain_project,2025-06-19,Apron Strings,Squamish,,International > North America > Canada > British Columbia > Squamish > Stawamus Chief > Grand Wall Base Area,CA,6b,6b,VI-,6,Fell/Hung,Trad,300,,,https://www.mountainproject.com/route/105886110/apron-strings,3.6,49.7016,-123.1558
mountain_project,2025-06-19,Rock On,Squamish,,International > North America > Canada > British Columbia > Squamish > Stawamus Chief > The Apron > North Apron,CA,6a+,6a+,V+,6-,Fell/Hung,Trad,400,Once as I was not leading I slipped at the corner ,,https://www.mountainproject.com/route/105910904/rock-on,3.7,49.7016,-123.1558
mountain_project,2025-06-18,The Squamish Buttress,Squamish,,International > North America > Canada > British Columbia > Squamish > Stawamus Chief > Squamish Buttress,CA,6b+,6b+,VI,6+,Fell/Hung,Trad,600,Fell at the Crux Pitch twice. Once I got stuck with the rope and I could make it over the edge.,,https://www.mountainproject.com/route/106072248/the-squamish-buttress,3.1,49.7016,-123.1558
mountain_project,2025-06-16,The Spirit of Squamish,Squamish,,International > North America > Canada > British Columbia > Squamish > Shannon Falls > Shannon Falls Wall,CA,5c,5c,V-,5,Onsight,Trad,700,Nice one. Slaps are tricky but we’ll bolted! ,,https://www.mountainproject.com/route/120765388/the-spirit-of-squamish,3.5,49.7016,-123.1558
mountain_project,2025-06-16,More Than Just A Pretty Face,Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Lakeside in the Woods,CA,6b+,6b+,VI,6+,Flash,Sport,40,,,https://www.mountainproject.com/route/108259507/more-than-just-a-pretty-face,3.2,49.7016,-123.1558
mountain_project,2025-06-16,"Hungry, Hungry Hippos",Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Commonwealth,6a,6a,6a+,V+,6-,Flash,Trad,65,,,https://www.mountainproject.com/route/108228177/hungry-hungry-hippos,2.5,49.7016,-123.1558
mountain_project,2025-06-16,Ancient Squamish Secret,Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Commonwealth,CA,6a,6a,V,5+,Onsight,Trad,80,,,https://www.mountainproject.com/route/108239896/ancient-squamish-secret,2.6,49.7016,-123.1558
mountain_project,2025-06-16,The Total StinkEye,Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Commonwealth,CA,5a,5a,IV,5-,Onsight,Trad,80,,,https://www.mountainproject.com/route/112049870/the-total-stinkeye,2.3,49.7016,-123.1558
mountain_project,2025-06-16,"""Otto Mattock""",Squamish,,International > North America > Canada > British Columbia > Squamish > Murrin Park > Commonwealth,CA,4c,4c,IV-,4+,Onsight,Trad,76,,,https://www.mountainproject.com/route/109912598/otto-mattock,2.5,49.7016,-123.1558
manual_ticket,2024-05-31T12:00:00Z,After Seven,Manure Pile Buttress,,California > Highway 50 Corridor > Lover's Leap > Manure Pile Buttress,US,6a,6a,V,5.8,Lead,Trad,30,,,,1,38.7433,-120.1147
manual_ticket,2024-05-28T12:00:00Z,Bear's Reach,Lover's Leap East Wall,,California > Highway 50 Corridor > Lover's Leap > Main Formation > East Wall,US,5c,5c,V-,5.7,Onsight,Trad,90,I didn't do the wale move,,,2,38.7433,-120.1147
manual_ticket,2024-05-28T12:00:00Z,Surrealistic Pillar,Lover's Leap Lower Buttress,,California > Highway 50 Corridor > Lover's Leap > Lower Buttress,US,5c,5c,V-,5.7,Onsight,Trad,90,,,,1,38.7433,-120.1147
manual_ticket,2024-05-27T12:00:00Z,Corrugation Corner,Lover's Leap Main Wall,,California > Highway 50 Corridor > Lover's Leap > Main Formation > Main Wall,US,5c,5c,V-,5.7,Follow,Trad,90,,,,4,38.7433,-120.1147
manual_ticket,2024-06-05T12:00:00Z,Central Pillar of Frenzy,Middle Cathedral Rock,,California > Yosemite Valley > Cathedral Area > Middle Cathedral Rock,US,6a+,6a+,V+,5.9,Fell/Hung,Trad,150,Fell on second pitch due to a slippery hold but very nice,,,2,37.7292,-119.6378
manual_ticket,2024-06-04T12:00:00Z,Unknown 5.9,Sentinel Creek Area,,California > Yosemite Valley > Valley South Side > Sentinel Creek Area,US,6a+,6a+,V+,5.9,Redpoint,Trad,30,Second go,,,2,37.7194,-119.6025
manual_ticket,2024-06-02T12:00:00Z,Royal Arches,Royal Arches,,California > Yosemite Valley > Royal Arches > Central Royal Arches,US,6b,6b,VI-,5.10-,Redpoint,"Trad, Aid",450,So beautiful! 5.10 variation not too hard,,,1,37.7486,-119.570043
manual_ticket,2024-05-31T12:00:00Z,The Caverns,Five Open Books,,California > Yosemite Valley > E. Yosemite Falls Area > Five Open Books > First Tier,US,6a,6a,V,5.8,Lead,Trad,120,,,,1,37.7489,-119.5969
manual_ticket,2024-05-31T12:00:00Z,Jamcrack,Sunnyside Bench,,California > Yosemite Valley > E. Yosemite Falls Area > Sunnyside Bench,US,6a+,6a+,V+,5.9,Redpoint,Trad,60,,,,2,37.7489,-119.5969